ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.9218,-1.2953,8.9388,-1.3717,-1.3351,9.618,0.4499,0.0398,-0.6793,0.0234,0.0234,-0.0011,0,-12.54,11.1,-11.46,56.17,7.77,8.26,3.1,986.02,71.195,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,797375,2018-07-24 08:08:50:028
-2.0351,-0.9553,8.8609,-1.5751,-1.2793,9.5944,-0.46,0.324,-0.7335,-0.0298,0.0682,0.0128,0,-12.6,10.8,-9.06,54.94,7.56,9.07,3.1,986.05,69.637,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,797875,2018-07-24 08:08:50:528
-0.8703,-1.142,9.7288,-1.4783,-1.2443,9.6144,0.6081,0.1023,0.1145,0.0053,-0.0852,0.0107,0,-12,10.8,-8.28,52.29,7.37,9.11,3.1,985.97,71.434,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,798375,2018-07-24 08:08:51:028
-1.5754,-1.1492,10.6231,-1.385,-1.2335,9.6297,-0.1904,0.0843,0.9934,0.0117,-0.0991,0.0021,0,-12.06,10.86,-8.46,52.12,7.28,8.18,3.1,985.97,71.519,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,798875,2018-07-24 08:08:51:528
-0.8667,-1.0666,10.2328,-1.3645,-1.1937,9.6376,0.4978,0.127,0.5952,-0.0043,-0.0128,0.0075,0,-12.48,10.74,-8.7,52.64,6.99,8.09,3.1,985.98,71.361,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,799375,2018-07-24 08:08:52:028
-1.4246,-0.6081,9.6702,-1.2064,-1.159,9.6629,-0.2182,0.5508,0.0073,-0.0064,-0.0352,-0.0043,0,-12.48,10.74,-8.94,52.4,6.83,7.24,3.1,985.95,71.329,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,799875,2018-07-24 08:08:52:528
-1.3252,-0.911,8.989,-1.1709,-1.1244,9.6714,-0.1543,0.2134,-0.6823,0.016,-0.0405,-0.0128,0,-12.3,10.86,-9.06,52.17,6.34,7.1,3.1,985.93,73.163,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,800375,2018-07-24 08:08:53:028
-1.3012,-0.6955,8.6443,-1.4703,-1.1148,9.6315,0.1691,0.4193,-0.9872,-0.0394,0.1651,-0.0032,0,-11.88,10.86,-8.88,52.53,6.71,8.14,3.1,985.89,71.303,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,800875,2018-07-24 08:08:53:528
-1.6544,-1.1325,9.0501,-1.6588,-0.9462,9.6189,0.0044,-0.1862,-0.5688,-0.0213,0.1641,0,0,-11.94,10.92,-8.82,52.43,5.69,9.74,3.1,985.92,72.613,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,801375,2018-07-24 08:08:54:028
-0.7482,-1.1684,8.1235,-1.6096,-0.8423,9.6369,0.8614,-0.326,-1.5134,0,0.0554,0.0075,0,-12.24,11.16,-9.06,52.25,5.03,10.04,3.1,985.86,72.179,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,801875,2018-07-24 08:08:54:528
-1.5886,-1.3408,9.1913,-1.6976,-0.8941,9.6171,0.109,-0.4466,-0.4258,-0.0064,0.0756,-0.0032,0,-12.3,10.98,-9.6,52.9,5.21,9.97,3.1,985.8,72.044,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,802375,2018-07-24 08:08:55:028
-1.3372,-1.2103,9.9814,-1.493,-0.9322,9.6474,0.1558,-0.278,0.334,0.0181,-0.0213,-0.0075,0,-12.54,10.86,-9.24,54.13,5.45,8.94,3.1,985.8,71.181,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,17 / 22,802875,2018-07-24 08:08:55:528
-0.838,-1.7897,8.9807,-1.4429,-1.005,9.6477,0.6049,-0.7846,-0.6671,0.0021,-0.1864,-0.0075,0,-13.8,10.98,-8.88,55.93,5.73,8.44,3.1,985.78,70.892,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,16 / 22,803375,2018-07-24 08:08:56:028
-1.0463,-1.1097,9.4296,-1.2206,-1.1328,9.6642,0.1744,0.0231,-0.2347,0.0064,0.0756,0.0085,0,-13.62,10.98,-8.7,56.08,6.62,7.21,3.1,985.73,71.961,42.448437,-83.336845,545.16,659.3546539,,79.88,48.935486,298.3,16 / 22,803875,2018-07-24 08:08:56:528
-1.3336,-0.9337,9.7791,-1.4308,-1.128,9.6359,0.0972,0.1943,0.1432,-0.0341,-0.0075,0.0064,0,-13.86,10.98,-8.82,56.23,6.61,8.35,3.1,985.77,73.203,42.45004,-83.34086,545.16,659.3546539,,90.04,63.616123,298.2,16 / 22,804375,2018-07-24 08:08:57:028
-1.4317,-1.4353,9.1004,-1.29,-1.1965,9.6475,-0.1417,-0.2388,-0.5472,-0.0107,0.0202,-0.0021,0,-13.5,10.92,-8.94,54.46,6.92,7.57,3.1,985.79,72.974,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,804874,2018-07-24 08:08:57:527
-1.1552,-1.3767,8.2612,-1.3556,-1.2471,9.6321,0.2004,-0.1295,-1.3709,-0.0138,-0.0415,0.0202,0,-12.9,10.86,-8.64,54.64,7.25,7.83,3.1,985.73,71.849,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,805375,2018-07-24 08:08:58:028
-1.7765,-1.5754,8.406,-1.5475,-1.2668,9.6006,-0.229,-0.3086,-1.1945,0.0011,0.2578,-0.0021,0,-12.48,10.32,-8.16,55.05,7.3,8.88,3.1,985.68,71.926,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,805875,2018-07-24 08:08:58:528
-1.9812,-1.0846,9.6798,-1.7365,-1.3393,9.5583,-0.2447,0.2547,0.1215,0.0107,-0.0213,0.0192,0,-12.72,10.62,-8.22,54.52,7.8,10.54,3.1,985.71,72.751,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,806375,2018-07-24 08:08:59:028
-1.1444,-0.8727,10.3633,-1.7637,-1.373,9.5485,0.6193,0.5003,0.8148,-0.0053,-0.1161,0.0458,0,-13.02,10.44,-9.3,58.05,8.02,10.55,3.1,985.69,71.114,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,806875,2018-07-24 08:08:59:528
-1.5395,-1.0331,9.0525,-1.838,-1.4344,9.5255,0.2985,0.4013,-0.473,0.0501,-0.2269,0.0383,0,-12.48,10.2,-9.54,57.18,8.2,10.94,3.1,985.72,69.942,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,807375,2018-07-24 08:09:00:028
-1.9118,-1.3276,8.9471,-1.8083,-1.4688,9.5259,-0.1035,0.1412,-0.5788,0.0128,-0.049,0.0224,0,-12.18,10.08,-9,56.53,8.5,10.98,3.1,985.7,71.285,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,807875,2018-07-24 08:09:00:528
-0.6943,-1.7286,9.4487,-1.8018,-1.4906,9.5238,1.1074,-0.238,-0.075,0.0597,-0.0426,0.0224,0,-11.22,9.84,-8.94,54.52,8.49,10.5,3.1,985.71,70.253,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,808374,2018-07-24 08:09:01:027
-1.6712,-1.0403,9.5062,-1.602,-1.5735,9.5461,-0.0692,0.5333,-0.0399,0.0117,-0.0842,0.0277,0,-11.52,9.78,-9.96,57.4,9.09,9.62,3.1,985.7,72.988,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,808875,2018-07-24 08:09:01:528
-2.0518,-1.1995,8.9232,-1.5984,-1.6112,9.5404,-0.4534,0.4117,-0.6172,0.0032,-0.0447,0.0245,0,-11.46,9.72,-10.26,55.62,9.32,9.7,3.1,985.75,72.945,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,809375,2018-07-24 08:09:02:028
-2.575,-2.5307,8.7652,-1.9699,-1.4949,9.4898,-0.6051,-1.0358,-0.7246,-0.033,0.147,-0.0266,0,-10.56,9.6,-10.14,55.67,9.09,10.64,3.1,985.79,72.382,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,809875,2018-07-24 08:09:02:528
-0.7482,-0.2047,9.5732,-1.9121,-1.3037,9.5297,1.1639,1.099,0.0435,0.0245,0.081,0.0234,0,-10.86,9.3,-9,57.46,7.78,11.45,3.1,985.78,69.054,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,810375,2018-07-24 08:09:03:028
-1.64,-1.1061,9.0692,-2.0537,-1.2008,9.5137,0.4137,0.0947,-0.4445,0.0011,0.0884,0.0096,0,-9.6,9.42,-8.7,55.15,7.02,11.92,3.1,985.76,72.311,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,810875,2018-07-24 08:09:03:528
-2.223,-1.0546,9.9838,-2.0891,-1.0762,9.5209,-0.1339,0.0216,0.4629,-0.0075,-0.0373,0.017,0,-9.18,8.76,-8.52,52.63,6.24,12.57,3.1,985.74,70.696,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,811374,2018-07-24 08:09:04:027
-2.7162,-1.9201,9.0441,-2.3806,-1.0703,9.4529,-0.3356,-0.8499,-0.4088,-0.0245,0.1289,0.0043,0,-9.24,8.64,-8.94,52.87,6.23,13.63,3.1,985.74,75.114,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,811875,2018-07-24 08:09:04:528
-2.3044,-1.0056,9.4212,-2.368,-0.9969,9.4641,0.0636,-0.0087,-0.0429,-0.0075,-0.0479,0.032,0,-8.34,8.58,-8.4,49.25,5.83,14.1,3.1,985.73,73.161,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,812375,2018-07-24 08:09:05:028
-2.5917,-0.6476,9.8869,-2.5414,-0.9835,9.4204,-0.0504,0.3358,0.4664,0.0192,0.0703,0.0288,0,-8.1,8.4,-8.82,54.13,5.81,15.23,3.1,985.72,71.936,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,812875,2018-07-24 08:09:05:528
-1.7262,-0.5052,9.7683,-2.455,-0.8676,9.4547,0.7287,0.3624,0.3137,0.017,0.0458,0.0341,0,-8.46,7.92,-9.24,53.69,5.14,14.76,3.1,985.7,71.84,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,813375,2018-07-24 08:09:06:028
-1.33,-0.7195,9.9707,-2.3624,-0.8317,9.4814,1.0324,0.1122,0.4892,0.0032,-0.0671,0.0266,0,-8.82,7.44,-8.58,59.62,4.95,14.22,3.1,985.68,74.216,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,813875,2018-07-24 08:09:06:528
-1.2378,-0.8176,9.517,-2.2432,-0.9094,9.5032,1.0054,0.0918,0.0137,-0.0021,-0.0629,0.0383,0,-8.88,7.5,-8.58,55.8,5.15,13.44,3.1,985.63,72.596,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,814375,2018-07-24 08:09:07:028
-1.8567,-0.8464,8.1678,-2.2632,-0.8044,9.508,0.4065,-0.0419,-1.3401,0.0138,0.0096,0.017,0,-8.46,7.44,-8.46,56.05,4.66,13.54,3.1,985.47,73.236,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,814875,2018-07-24 08:09:07:528
-2.059,-0.6117,9.1937,-2.2789,-0.814,9.5034,0.2199,0.2023,-0.3097,0.0053,-0.0075,0.0288,0,-7.92,7.5,-8.04,52.26,4.83,13.59,3.1,985.42,72.574,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,815375,2018-07-24 08:09:08:028
-1.9465,-1.075,9.1435,-2.2603,-0.8038,9.5087,0.3138,-0.2712,-0.3652,0.017,-0.0213,0.0202,0,-8.4,7.14,-8.46,56.03,4.72,13.35,3.1,985.44,71.766,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,815874,2018-07-24 08:09:08:527
-2.1584,-0.8056,9.6367,-2.2661,-0.791,9.5084,0.1077,-0.0147,0.1283,0.016,0.098,0.0224,0,-8.34,6.3,-8.4,60.28,4.63,13.45,3.1,985.45,71.825,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,816375,2018-07-24 08:09:09:028
-2.2278,-0.9996,9.3841,-2.4376,-0.815,9.4638,0.2098,-0.1846,-0.0798,-0.0149,0.0394,0.0107,0,-7.86,6.18,-8.34,60.49,4.77,14.12,3.1,985.4,71.483,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,816875,2018-07-24 08:09:09:528
-2.6863,-1.1779,9.3529,-2.4888,-0.8688,9.4457,-0.1975,-0.3092,-0.0928,-0.0383,0.0277,0.033,0,-8.16,6.3,-8.34,60.71,5.03,14.62,3.1,985.43,71.556,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,817375,2018-07-24 08:09:10:028
-2.7916,-1.0211,8.9316,-2.4571,-0.8396,9.4566,-0.3345,-0.1815,-0.5251,-0.0064,0.0149,0.0202,0,-8.46,6.18,-8.28,60.61,4.78,14.76,3.1,985.42,74.613,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,817875,2018-07-24 08:09:10:528
-1.895,-0.7638,10.4363,-2.5359,-0.848,9.4351,0.6409,0.0842,1.0012,0.0107,0.0373,0.0383,0,-7.98,6.12,-8.58,61.73,4.93,15.02,3.1,985.33,70.146,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,818375,2018-07-24 08:09:11:028
-2.3535,-1.4748,8.5772,-2.2662,-1.0248,9.486,-0.0873,-0.45,-0.9088,-0.0298,0.0426,0.0128,0,-7.2,5.82,-8.58,59.67,6.12,13.43,3.1,985.35,75.781,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,818875,2018-07-24 08:09:11:528
-1.4593,-1.0726,10.0042,-2.3837,-1.0433,9.4551,0.9244,-0.0293,0.549,0.016,-0.1119,0.0245,0,-7.26,5.76,-8.28,58.65,6.16,13.94,3.1,985.3,68.716,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,819374,2018-07-24 08:09:12:027
-2.6743,-1.3012,8.6479,-2.2039,-1.0729,9.4954,-0.4704,-0.2283,-0.8475,-0.0192,0.0437,0.0202,0,-7.32,5.76,-8.34,58.47,6.28,12.88,3.1,985.27,71.665,42.45004,-83.34086,545.16,669.6874774,,90.04,63.616123,298.2,16 / 22,819875,2018-07-24 08:09:12:528
-2.1141,-1.1229,9.2823,-1.8981,-1.2258,9.5428,-0.216,0.1029,-0.2605,0.0053,-0.3089,0.0234,0,-7.92,5.52,-8.4,60.94,6.58,11.55,3.1,985.21,74.308,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,820375,2018-07-24 08:09:13:028
-3.0586,-2.5055,8.0134,-2.2115,-1.4908,9.437,-0.8471,-1.0148,-1.4236,-0.0245,0.2322,-0.0107,0,-9.12,5.34,-8.76,69.99,8.67,12.69,3.1,985.25,74.41,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,820875,2018-07-24 08:09:13:528
-2.7677,-1.3467,9.3541,-2.3365,-1.5071,9.4043,-0.4312,0.1603,-0.0501,0.0128,-0.0884,0.0021,0,-11.04,3.84,-7.26,74.91,8.67,14.26,3.1,985.17,73.845,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,821375,2018-07-24 08:09:14:028
-2.3427,-2.1871,8.2253,-1.9344,-1.5775,9.4837,-0.4084,-0.6096,-1.2584,-0.0703,0.1822,-0.0107,0,-11.88,2.58,-2.58,76.92,9.2,11.39,3.1,985.19,74.424,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,821875,2018-07-24 08:09:14:528
-0.838,-1.2761,9.9671,-2.0757,-1.6779,9.4364,1.2378,0.4018,0.5306,0.0064,0.0618,0.0469,0,-1.8,7.68,-2.16,17.42,9.94,12.68,3.1,985.23,73.055,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,822375,2018-07-24 08:09:15:028
-2.162,-1.2785,9.0309,-2.1265,-1.5373,9.4491,-0.0355,0.2588,-0.4182,0.017,-0.0032,-0.0075,0,16.14,3.24,-26.04,260.45,9.16,12.94,3.1,985.2,71.286,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,822875,2018-07-24 08:09:15:528
-1.567,-0.9888,9.1973,-2.1617,-1.3451,9.4704,0.5947,0.3563,-0.2731,0.0107,0.1001,0.0138,0,5.34,2.1,-7.8,283.17,8.07,12.68,3.1,985.14,75.256,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,823375,2018-07-24 08:09:16:028
-2.2063,-1.1205,8.6754,-2.1034,-1.24,9.4978,-0.1028,0.1195,-0.8224,0.0064,0.1534,0.0138,0,0.24,4.38,-10.92,43.01,7.33,12.73,3.1,985.2,71.417,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,823875,2018-07-24 08:09:16:528
-2.958,-1.3575,12.1769,-1.7555,-1.176,9.5763,-1.2026,-0.1815,2.6006,0.0639,-0.1672,-0.017,0,-5.04,4.5,-13.62,66.14,7.14,11.25,3.1,985.24,74.562,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,824375,2018-07-24 08:09:17:028
-0.8164,0.0048,11.2288,-1.7498,-1.2073,9.5735,0.9334,1.2121,1.6553,-0.017,-0.0234,0.0096,0,-9.24,6.3,-7.62,63.35,7.15,10.71,3.1,985.22,73.58,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,824875,2018-07-24 08:09:17:528
-2.2745,-1.1708,9.839,-1.8319,-1.2546,9.552,-0.4426,0.0839,0.287,-0.0117,-0.081,-0.0075,0,-8.22,6.36,-7.8,61.24,7.34,10.89,3.1,985.21,75.593,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,825375,2018-07-24 08:09:18:028
-1.8316,-1.3144,10.2915,-1.8834,-1.2748,9.5393,0.0518,-0.0396,0.7522,0.0256,-0.1246,0.0117,0,-7.68,6.36,-7.74,61.41,7.55,11.16,3.1,985.26,73.841,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,825875,2018-07-24 08:09:18:528
-1.2773,-1.0008,9.1722,-1.7861,-1.2835,9.5568,0.5088,0.2827,-0.3846,0.0032,0.0362,-0.0064,0,-7.26,6.3,-7.32,57.51,7.59,10.75,3.1,985.28,74.272,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,826375,2018-07-24 08:09:19:028
-1.7861,-2.6743,10.0269,-2.1329,-1.1971,9.4968,0.3468,-1.4773,0.5302,0.0096,-0.2439,0.0032,0,-7.08,6.24,-7.14,57.51,7.02,12.22,3.1,985.29,75.471,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,826875,2018-07-24 08:09:19:528
-1.4844,-2.053,9.0405,-2.0118,-1.1594,9.5278,0.5274,-0.8936,-0.4873,-0.0043,-0.1268,0.0053,0,-7.2,6.18,-6.72,57.32,6.55,12.46,3.1,985.34,74.903,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,827375,2018-07-24 08:09:20:028
-2.1572,-1.0989,9.5684,-1.0655,-1.2606,9.6667,-1.0917,0.1616,-0.0983,-0.016,0.0288,-0.0181,0,-8.22,6.12,-6.78,59.42,7.36,6.71,3.1,985.31,75.667,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,16 / 22,827875,2018-07-24 08:09:20:528
-2.2494,-1.5969,10.9367,-1.3357,-1.3673,9.6186,-0.9136,-0.2297,1.3181,-0.049,0.2503,-0.0138,0,-8.28,6,-6.84,59.91,8.01,7.39,3.1,985.37,69.883,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,15 / 21,828375,2018-07-24 08:09:21:028
-2.2218,-1.8723,8.6778,-1.5973,-1.5069,9.5576,-0.6245,-0.3654,-0.8798,-0.0064,0.1129,-0.0032,0,-8.04,5.88,-6.9,60.73,8.84,9.55,3.1,985.37,73.829,42.45123,-83.3456,558.06,669.6874774,,100.12,44.041935,279.4,15 / 21,828876,2018-07-24 08:09:21:529
-2.3008,-1.0104,9.4367,-1.9069,-1.3903,9.5185,-0.394,0.3799,-0.0817,0.0021,-0.016,0.0298,0,-7.32,5.7,-6.72,57.95,8.28,11.03,3.1,985.46,72.698,42.45159,-83.348595,551.61,669.6874774,,104.33,53.829033,277.9,15 / 21,829375,2018-07-24 08:09:22:028
-2.5762,-1.0127,8.9004,-2.1442,-1.3061,9.4798,-0.432,0.2934,-0.5794,-0.0064,0.1044,0.0085,0,-7.38,6,-6.72,57.86,7.66,12.31,3.1,985.37,73.351,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,829875,2018-07-24 08:09:22:528
-2.7126,-1.0534,10.1371,-2.135,-1.2067,9.495,-0.5776,0.1532,0.642,0.0213,0.0277,0.0234,0,-7.2,6,-6.66,57.74,7.18,12.96,3.1,985.41,71.992,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,830375,2018-07-24 08:09:23:028
-1.9692,-1.1947,8.6443,-2.1965,-1.176,9.4849,0.2273,-0.0187,-0.8406,-0.0117,-0.0362,0.0085,0,-7.2,5.34,-6.72,62.66,6.83,13.02,3.1,985.42,72.431,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,830875,2018-07-24 08:09:23:528
-1.5502,-1.2462,8.6862,-2.1442,-1.1481,9.5002,0.594,-0.0981,-0.8141,-0.0362,0.0916,0.0107,0,-7.32,5.4,-6.84,62.63,6.8,12.88,3.1,985.39,73.193,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,831375,2018-07-24 08:09:24:028
-2.1464,-1.1684,9.177,-1.7874,-1.184,9.5694,-0.359,0.0156,-0.3924,0.0064,-0.0383,-0.0234,0,-7.74,5.46,-6.78,64.94,7.14,11,3.1,985.39,73.208,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,831875,2018-07-24 08:09:24:528
-1.8962,-1.7382,10.1778,-1.4823,-1.1421,9.6265,-0.4139,-0.5961,0.5513,0.0138,0.0032,-0.0128,0,-8.1,5.4,-8.1,65.33,6.72,8.55,3.1,985.42,73.73,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,832375,2018-07-24 08:09:25:028
-1.5048,-2.1045,9.1913,-1.1218,-1.166,9.6722,-0.383,-0.9385,-0.4809,0.0224,0.0788,-0.0309,0,-8.58,5.16,-8.52,67.92,6.66,6.68,3.1,985.43,74.894,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,832875,2018-07-24 08:09:25:528
-1.6281,-1.1157,9.8114,-1.0278,-1.1191,9.6882,-0.6002,0.0034,0.1232,-0.0618,0.0842,-0.0213,0,-8.58,5.52,-8.58,62.94,6.57,5.82,3.1,985.48,74.54,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,833375,2018-07-24 08:09:26:028
-0.0778,-1.0367,10.3549,-0.9935,-1.1986,9.6823,0.9157,0.1619,0.6726,0.0415,-0.1385,-0.0032,0,-8.52,5.76,-9.06,63.37,7.09,6.11,3.1,985.5,73.245,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,833875,2018-07-24 08:09:26:528
-0.9924,-0.8559,10.8266,-1.2119,-1.1953,9.6578,0.2195,0.3393,1.1688,0.0533,-0.0341,0,0,-8.64,5.82,-9.06,63.5,7.02,6.91,3.1,985.51,74.332,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,834375,2018-07-24 08:09:27:028
-3.1843,-1.3611,9.6415,-1.2889,-1.191,9.6483,-1.8954,-0.1701,-0.0069,-0.0085,0.0426,-0.0373,0,-8.46,5.88,-8.52,61.33,7.07,7.58,3.1,985.46,72.492,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,834875,2018-07-24 08:09:27:528
-1.5131,-1.5993,9.396,-1.2461,-1.1507,9.6589,-0.267,-0.4486,-0.2628,0.0021,0.0085,-0.0075,0,-8.4,6.12,-8.4,60.27,6.76,7.92,3.1,985.49,73.725,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,835375,2018-07-24 08:09:28:028
-1.1169,-0.9074,10.4639,-1.46,-1.1054,9.6342,0.3431,0.198,0.8297,-0.016,-0.0735,-0.0128,0,-7.92,6.36,-8.16,60.2,6.51,8.32,3.1,985.47,73.238,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,15 / 21,835875,2018-07-24 08:09:28:528
-0.9469,-1.0786,9.6019,-1.3296,-1.2632,9.6336,0.3826,0.1847,-0.0317,0.0266,0.1246,-0.0341,0,-7.68,6.18,-8.16,60.39,7.16,7.39,3.1,985.52,73.074,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,18 / 21,836375,2018-07-24 08:09:29:028
-0.255,-1.5646,9.7899,-1.0635,-1.3124,9.6601,0.8085,-0.2522,0.1298,-0.0085,-0.0682,-0.017,0,-7.86,6.06,-8.4,60.22,7.42,5.99,3.1,985.49,73.312,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,18 / 21,836875,2018-07-24 08:09:29:528
-0.3304,-1.1672,11.7448,-0.9954,-1.3127,9.6673,0.665,0.1455,2.0775,0.0831,0.0959,-0.0373,0,-8.16,6.24,-8.52,61.4,7.77,5.93,3.1,985.48,73.559,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,18 / 21,837375,2018-07-24 08:09:30:028
-1.573,-2.6707,8.6024,-0.7401,-1.253,9.6981,-0.8329,-1.4177,-1.0957,-0.0458,0.0543,-0.0256,0,-8.34,6.84,-8.7,56.14,7.55,4.72,3.1,985.48,72.704,42.45159,-83.348595,551.61,674.006896,,104.33,53.829033,277.9,18 / 21,837875,2018-07-24 08:09:30:528
